StudentID,Age,Gender,School_Type,Socioeconomic_Status,Mathematics_Score,Science_Score,Language_Arts_Score,Social_Studies_Score,Mathematics_Improvement,Science_Improvement,Language_Arts_Improvement,Social_Studies_Improvement,Logical_Reasoning,Critical_Thinking,Analytical_Ability,Creativity,Communication,Emotional_Intelligence,Social_Skills,Leadership,Sports_Participation,Sports_Involvement,Arts_Participation,Arts_Involvement,Music_Participation,Music_Involvement,Science_Club_Participation,Science_Club_Involvement,Debate_Participation,Debate_Involvement,Community_Service_Participation,Community_Service_Involvement,Learning_Style,STEM_Score,Business_Finance_Score,Arts_Media_Score,Healthcare_Score,Education_Score,Social_Services_Score,Trades_Manufacturing_Score,Government_Law_Score,Primary_Career_Recommendation,Secondary_Career_Recommendations,Recommendation_Confidence
STU0175,9,Male,Public,Middle,58,56,79,81,8,-7,9,8,5,7,2,10,10,2,9,7,1,2,0,0,0,0,0,0,0,0,0,0,Reading/Writing,35.58336829889074,51.89686250493498,81.14831301385057,34.71677548176272,63.786881700798936,45.496799095057575,43.691020845835986,63.3814107348736,Arts_Media,"['Education', 'Government_Law']",17.361431313051632
STU0176,8,Female,Public,High,93,74,64,46,5,9,4,3,5,8,5,3,9,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,Kinesthetic,46.10360244454596,77.17895270286267,45.159948576773914,60.828139524060134,55.234819681897704,36.15129926357932,38.06157915893836,55.60117869013915,Business_Finance,"['Healthcare', 'Government_Law']",16.35081317880254
STU0177,10,Female,Public,Low,59,69,50,60,2,4,-7,6,6,3,3,3,2,7,9,10,1,5,0,0,1,3,0,0,1,4,0,0,Kinesthetic,24.455420128131607,61.87873887368893,32.701542445484336,46.537388694161535,55.15515940405022,51.2536531559053,40.96239177003937,77.41422309633059,Government_Law,"['Business_Finance', 'Education']",15.535484222641657
STU0178,7,Male,Public,Middle,52,99,84,87,8,1,-1,-8,5,2,2,7,8,1,7,10,0,0,0,0,1,5,0,0,0,0,0,0,Visual,35.02991540957425,57.763384052676614,69.49723023378829,33.25142381374252,72.7742046294146,29.603408777208024,44.389500889380635,60.26687371735653,Education,"['Arts_Media', 'Government_Law']",3.2769743956263113
STU0179,12,Male,Public,Low,66,83,87,52,-7,10,2,5,10,8,10,7,2,1,7,8,0,0,0,0,1,2,1,2,0,0,1,4,Visual,88.48564069650597,65.20666128220091,51.39769834090087,52.16281793526498,45.92836781445757,33.64020489976105,49.78978941244251,56.16400493521931,STEM,"['Business_Finance', 'Government_Law']",23.278979414305056
STU0180,7,Female,Public,Middle,62,74,73,71,3,0,-5,0,10,7,8,4,2,10,6,9,1,4,0,0,1,5,0,0,0,0,0,0,Kinesthetic,80.80232348824711,60.3907388746634,36.11424670546805,75.23742237660991,36.47684076303732,59.49499021056906,47.612338151830144,56.41035774420309,STEM,"['Healthcare', 'Business_Finance']",5.564901111637198
STU0181,7,Female,Public,Low,78,65,61,54,3,1,2,4,9,1,10,1,6,8,10,5,1,1,1,5,0,0,0,0,0,0,0,0,Auditory,62.648906935256555,29.98561905276732,27.27213548820473,53.38050841083547,59.429465368428744,66.11917398642741,18.947822017024617,37.49014760784481,Social_Services,"['STEM', 'Education']",3.4702670511708575
STU0182,7,Female,Public,Middle,69,95,46,55,3,0,4,4,1,2,9,10,8,5,2,9,1,5,0,0,0,0,1,5,0,0,0,0,Reading/Writing,50.19700816172262,55.4059882367881,70.1240540644152,50.21310321641794,45.48935574953104,32.08647292770794,75.22413156844065,58.457359968583646,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",5.10007750402545
STU0183,9,Female,Private,Middle,79,69,71,95,-6,7,9,1,8,4,6,8,1,8,7,8,0,0,1,2,0,0,1,1,0,0,0,0,Visual,58.038255917776084,51.317188957976825,60.28776043154933,57.44614436904975,34.784757046239974,53.14004044939406,67.40216954893191,58.42792453677854,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",7.1144091173825785
STU0184,12,Female,Private,Low,65,74,49,80,-3,6,11,-1,6,3,5,8,8,3,8,2,0,0,0,0,1,5,0,0,1,2,0,0,Kinesthetic,49.65889873069789,34.0433440846778,70.46725419071723,37.37535138777176,70.9545025303769,43.64815142477048,65.59093644870951,44.681926849350866,Education,"['Arts_Media', 'Trades_Manufacturing']",0.48724833965967207
STU0185,7,Female,Public,Low,60,70,47,84,1,3,-3,3,9,2,7,6,8,2,10,1,0,0,0,0,0,0,0,0,0,0,1,5,Visual,72.35896766006977,25.221977886848006,51.393687679124156,28.611910068552472,78.87872667144588,56.04914549947616,45.28847526852462,21.35005980775743,Education,"['STEM', 'Social_Services']",6.5197590113761095
STU0186,10,Female,Public,Middle,61,63,69,81,7,-3,1,-2,10,5,3,1,4,7,1,4,1,5,0,0,0,0,0,0,1,1,0,0,Visual,55.226952971788414,27.382677919795395,20.256636044325536,52.35533858970501,19.715926313591936,42.207210521950834,37.86927475472016,62.77290428435438,Government_Law,"['STEM', 'Healthcare']",7.545951312565968
STU0187,11,Male,Public,Middle,100,70,58,67,11,0,1,7,7,6,6,10,6,6,8,2,1,4,0,0,1,4,1,2,0,0,1,5,Visual,59.84598419615483,37.87748785068022,71.78212034482233,57.14842655167269,71.41978066687173,69.11957410218173,85.03230930087437,31.274136885580482,Trades_Manufacturing,"['Arts_Media', 'Education']",13.250188956052042
STU0188,7,Male,Charter,High,73,40,75,59,-1,-3,-1,-1,3,6,7,3,2,4,8,3,0,0,0,0,0,0,1,5,0,0,0,0,Visual,47.93924403196555,22.535294360228598,26.71655047803323,44.658958436017166,36.69670305334478,55.35225136708849,34.738566155194114,26.904777127764657,Social_Services,"['STEM', 'Healthcare']",7.413007335122941
STU0189,9,Male,Public,Middle,40,46,67,63,-4,7,2,2,8,7,1,6,1,7,5,7,0,0,0,0,1,3,1,3,0,0,0,0,Reading/Writing,37.779920980038575,49.48064083142451,32.75090690635862,67.67314859198363,27.282214334487477,43.71166993707038,28.521189143524676,65.32456936414583,Healthcare,"['Government_Law', 'Business_Finance']",2.348579227837803
STU0190,12,Female,Public,Low,62,75,60,67,6,-5,1,-1,10,6,4,10,7,9,4,10,1,1,0,0,0,0,0,0,0,0,0,0,Reading/Writing,63.12627323852903,53.30141750075808,66.64366474452935,70.22966339025169,53.18859540715777,61.81518405563431,64.78479726173514,78.31569119111641,Government_Law,"['Healthcare', 'Arts_Media']",8.086027800864727
STU0191,9,Male,Charter,Middle,71,93,44,96,15,9,5,2,3,6,7,6,7,9,2,5,0,0,0,0,1,1,0,0,0,0,0,0,Auditory,49.95032396781856,39.183621021641166,53.4400589349253,68.63566927862949,55.73848571304379,49.509759859523626,25.543860198430995,40.364034150106406,Healthcare,"['Education', 'Arts_Media']",12.897183565585706
STU0192,7,Female,Charter,Low,97,75,57,49,7,8,8,-3,3,8,10,1,3,3,3,3,1,5,0,0,1,3,0,0,0,0,0,0,Visual,56.19129642876614,53.9624223361147,19.154858439793614,66.59943199188322,33.55448916683974,38.495262240595004,37.84960889559578,33.07207287254836,Healthcare,"['STEM', 'Business_Finance']",10.408135563117085
STU0193,12,Female,Private,Middle,85,59,57,61,-1,-2,2,-2,4,5,6,7,3,1,3,2,1,5,0,0,0,0,0,0,0,0,0,0,Kinesthetic,39.54668054185812,26.44869740382756,45.6024155534346,28.829308161113566,46.39296548826654,13.691566066630104,71.5538667846065,25.307316796257567,Trades_Manufacturing,"['Education', 'Arts_Media']",25.160901296339958
STU0194,11,Female,Private,High,56,48,51,56,15,0,0,13,3,5,10,2,10,4,6,9,0,0,1,3,0,0,0,0,0,0,0,0,Visual,45.579617911606334,46.59106897860222,47.61921179648887,40.20182333079542,65.17772355565839,53.929942084283454,32.32688746568679,56.6387660546549,Education,"['Government_Law', 'Social_Services']",8.538957501003487
STU0195,7,Male,Public,Middle,100,81,65,85,5,-1,-3,6,6,7,2,8,1,10,6,7,0,0,0,0,0,0,1,1,0,0,1,4,Visual,53.8694069231339,54.78658472235289,39.859841799933704,88.20372976254245,31.228459376876998,71.32156392521611,45.429912058846455,65.19970391853323,Healthcare,"['Social_Services', 'Government_Law']",16.88216583732634
STU0196,9,Male,Public,Middle,69,61,52,97,-1,4,12,3,7,10,8,6,1,1,9,9,0,0,0,0,0,0,0,0,1,5,0,0,Reading/Writing,51.01031824770244,70.57997908972904,34.29368271144055,50.838094501339015,54.58942886453204,50.55916216440718,68.01555872568429,90.76907042276788,Government_Law,"['Business_Finance', 'Trades_Manufacturing']",20.189091333038846
STU0197,8,Male,Public,Low,88,79,67,74,11,9,6,4,3,7,7,1,2,7,8,4,0,0,1,4,0,0,1,4,1,4,0,0,Visual,52.35435141151466,52.37688300425971,12.693908381611202,59.032929998596074,53.57022976292033,58.92319141554789,18.771542915172756,69.51099028989347,Government_Law,"['Healthcare', 'Social_Services']",10.478060291297396
STU0198,10,Male,Public,Middle,52,75,73,75,-2,7,3,3,3,3,2,2,10,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,Kinesthetic,31.44756537861148,18.995185678873888,35.58778684522716,30.15376810213535,82.13489318191047,47.65803645578362,51.95826252626438,29.57168511313845,Education,"['Trades_Manufacturing', 'Social_Services']",30.176630655646093
STU0199,9,Male,Private,High,34,77,57,71,-1,0,1,1,7,1,9,6,3,8,1,10,0,0,1,4,0,0,0,0,0,0,0,0,Reading/Writing,41.92232932467012,51.724667742180365,62.13473133276652,45.79700640650277,18.57375596530465,42.090708746058816,30.268020032854277,57.43388384111376,Arts_Media,"['Government_Law', 'Business_Finance']",4.700847491652759
STU0200,12,Female,Public,Low,48,70,76,76,5,8,10,5,10,5,6,2,4,5,10,3,0,0,1,2,0,0,1,4,1,3,0,0,Kinesthetic,61.764840380050444,21.974448980364446,30.962769953903337,48.04399948212993,80.24221362466604,66.91222960068637,40.10043490141867,56.93346243861961,Education,"['Social_Services', 'STEM']",13.329984023979662
STU0201,7,Female,Public,Low,21,75,49,81,1,7,1,-2,9,10,2,4,8,10,1,3,0,0,1,5,0,0,0,0,1,4,1,1,Kinesthetic,36.24140975244221,42.91071429907542,40.306074520429746,81.92420305308643,42.93494480352019,50.77733421301426,35.126789113207366,43.45566535093575,Healthcare,"['Social_Services', 'Government_Law']",31.146868840072173
STU0202,10,Female,Charter,Middle,100,68,53,76,2,1,-6,9,3,4,5,9,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,Visual,47.259783665020066,28.84936784610795,59.27893285139268,34.59951946615488,41.25141140250511,11.82644916408442,68.2735996990898,39.549413797618435,Trades_Manufacturing,"['Arts_Media', 'STEM']",8.994666847697118
STU0203,7,Female,Public,Middle,73,60,68,77,2,1,3,2,6,1,1,3,2,2,5,10,0,0,0,0,0,0,1,1,0,0,0,0,Reading/Writing,43.4323280573554,52.07093903476064,18.188924732166857,33.6408935920789,38.156254457210274,25.09380246566213,44.237748532072075,63.6689972360337,Government_Law,"['Business_Finance', 'Trades_Manufacturing']",11.598058201273055
STU0204,12,Male,Charter,Middle,56,55,80,81,7,9,-4,6,5,5,2,5,7,4,7,8,0,0,0,0,0,0,0,0,1,1,1,4,Auditory,20.694388028862033,45.475554613179,50.66910393369292,31.62692604106282,64.19067246440159,58.00690111926783,43.52272417286437,83.06937642978767,Government_Law,"['Education', 'Social_Services']",18.87870396538608
STU0205,7,Female,Charter,High,76,34,83,43,-9,7,3,9,8,6,9,3,8,3,3,7,0,0,1,1,0,0,0,0,1,4,0,0,Auditory,54.42027368987353,50.767015336944596,41.47729167726999,47.69648658625808,55.67083723848183,29.7918773832036,29.894963427355542,72.4028706662813,Government_Law,"['Education', 'STEM']",16.732033427799472
STU0206,8,Female,Public,Low,72,67,94,70,3,8,8,4,9,7,10,8,3,5,1,4,0,0,1,3,0,0,0,0,1,4,1,5,Auditory,71.22951247871134,33.94729125511498,61.094376281751295,59.009029740438336,28.56644020181882,47.78771995585719,69.42708088606443,57.19888899062776,STEM,"['Trades_Manufacturing', 'Arts_Media']",1.8024315926469114
STU0207,10,Male,Public,Middle,79,92,64,74,0,14,-6,-2,8,10,1,10,6,4,8,2,0,0,1,1,1,4,0,0,0,0,0,0,Auditory,36.425850236911664,46.98883832508681,76.69981737402,64.92417238835061,64.65595873304034,55.126074941599555,44.13633300003772,29.743917525171103,Arts_Media,"['Healthcare', 'Education']",11.775644985669388
STU0208,10,Female,Public,Middle,88,80,68,76,-1,4,-2,8,1,9,4,5,10,2,5,7,1,4,0,0,1,5,0,0,0,0,0,0,Reading/Writing,40.945234044411045,73.40908148778264,72.99656011678877,48.21600285736217,55.92315456968944,24.470451257927454,53.817238105586874,52.09927703114059,Business_Finance,"['Arts_Media', 'Education']",0.412521370993872
STU0209,12,Male,Public,Low,65,73,54,67,-1,3,6,10,7,4,9,10,8,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,Auditory,58.31257242914805,47.5447499394801,77.54515270598547,67.55342610540221,50.82704286054922,62.68444238074291,45.97904933469186,44.888527136421054,Arts_Media,"['Healthcare', 'Social_Services']",9.991726600583263
STU0210,8,Female,Public,Middle,56,58,51,72,-10,8,0,-7,8,1,4,6,10,7,6,1,0,0,0,0,0,0,0,0,1,3,0,0,Reading/Writing,51.216233978390335,12.272716503147855,52.72339816538337,48.20267677552471,68.712873651712,52.29907057320094,54.665057325126384,51.98069811577328,Education,"['Trades_Manufacturing', 'Arts_Media']",14.047816326585618
STU0211,9,Other,Public,Low,82,84,73,59,-1,11,4,1,5,4,10,6,6,5,9,8,0,0,0,0,1,4,1,1,1,4,0,0,Reading/Writing,63.02046817591608,52.7460414049893,38.108385860153945,52.34731268319442,72.95984417753269,53.99812012937078,57.61141615107154,58.90174439806118,Education,"['STEM', 'Government_Law']",9.939376001616608
STU0212,7,Male,Charter,Low,82,68,58,43,8,-1,4,3,4,7,1,4,10,4,2,2,0,0,0,0,1,5,0,0,0,0,0,0,Reading/Writing,21.629636805960732,32.007503238780735,52.25277485558307,49.97883097293379,52.145787623051156,27.2579335354091,36.10199198552468,29.189438626150004,Arts_Media,"['Education', 'Healthcare']",0.10698723253191389
STU0213,11,Female,Public,Low,71,93,88,84,6,0,6,0,7,1,5,10,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,Reading/Writing,56.898416121759034,45.89393468515922,62.64619325350487,51.3671738755503,48.903751100156626,80.12766828323691,60.85345097005395,69.30102012077383,Social_Services,"['Government_Law', 'Arts_Media']",10.826648162463087
STU0214,7,Female,Private,High,100,55,48,52,1,-3,-1,-4,6,9,6,4,8,5,4,8,1,5,1,3,0,0,0,0,0,0,1,4,Visual,59.48919436993523,56.423201246451505,43.12504707349268,52.751344353602825,54.25496499250316,43.125288650388136,36.47079295261292,47.11428369262637,STEM,"['Business_Finance', 'Education']",3.0659931234837217
STU0215,7,Female,Public,Middle,63,58,77,67,-5,3,-10,-2,2,6,1,10,1,2,7,8,0,0,0,0,0,0,0,0,0,0,1,3,Kinesthetic,2.6034649702765935,64.1693151513969,50.14734397395528,31.27800415265253,38.2060994161945,39.6093428561319,68.18746469850264,52.67259065335072,Trades_Manufacturing,"['Business_Finance', 'Government_Law']",4.018149547105736
STU0216,9,Male,Public,Middle,56,57,54,58,6,6,3,-7,9,10,8,1,2,8,6,9,0,0,0,0,1,4,0,0,0,0,0,0,Auditory,71.92111015184855,59.45990670998699,14.271468821817345,76.00209773141168,35.61849817404034,56.13670142574777,27.550702379912533,54.77399758376536,Healthcare,"['STEM', 'Business_Finance']",4.0809875795631285
STU0217,7,Female,Charter,Middle,76,47,57,93,8,-2,-5,6,3,8,1,6,3,2,6,2,0,0,0,0,1,3,0,0,0,0,1,4,Reading/Writing,15.619328861841803,41.28984850945967,40.37078067998783,39.836926295154115,37.53882265059126,38.95283906360838,58.64592305649713,36.954588754719694,Trades_Manufacturing,"['Business_Finance', 'Arts_Media']",17.356074547037466
STU0218,8,Male,Public,Middle,59,55,78,68,7,7,6,8,1,6,6,4,7,8,10,2,0,0,1,1,0,0,0,0,0,0,1,1,Auditory,37.74991759523653,27.178754464808957,66.70703411833505,67.1635551830286,64.26734045488946,87.81310249089042,43.51216432782629,31.14356633749692,Social_Services,"['Healthcare', 'Arts_Media']",20.64954730786181
STU0219,8,Male,Public,Middle,77,71,59,65,-2,0,1,8,3,7,9,6,1,5,1,10,1,3,1,3,0,0,0,0,1,4,0,0,Kinesthetic,35.159834928569595,62.91259570589607,34.91394539008391,46.49139560248055,30.727888479524086,31.72797621189311,69.64574790601094,84.35820646337305,Government_Law,"['Trades_Manufacturing', 'Business_Finance']",14.712458557362112
STU0220,10,Male,Public,High,57,59,62,81,-2,0,0,1,1,3,3,8,4,4,9,5,1,1,1,2,0,0,0,0,1,5,0,0,Visual,13.724176445545504,37.24868463186729,72.02411604724996,41.88132288333995,49.85445137338681,55.264953061381775,66.91553333611576,58.26837653011895,Arts_Media,"['Trades_Manufacturing', 'Government_Law']",5.108582711134204
STU0221,12,Female,Private,Middle,63,12,57,100,10,7,5,3,10,8,5,9,3,7,7,3,1,1,0,0,0,0,1,4,0,0,0,0,Auditory,48.30860786751494,54.02566045727677,57.684032553442364,60.99596523414132,49.29618495058364,72.37700589727967,62.50138818666596,34.0976828177174,Social_Services,"['Trades_Manufacturing', 'Healthcare']",9.87561771061371
STU0222,11,Female,Public,Middle,98,86,96,76,-4,-1,-6,7,7,5,1,9,8,1,3,8,0,0,0,0,1,1,0,0,0,0,0,0,Visual,40.36725661141963,69.8607815036386,78.43934254733466,37.263569667155835,53.005024413652826,23.30406987895168,72.99192300054914,67.12078196167649,Arts_Media,"['Trades_Manufacturing', 'Business_Finance']",5.447419546785525
STU0223,7,Female,Public,Low,63,44,60,64,4,-5,0,0,6,7,1,1,7,7,10,8,0,0,0,0,0,0,1,4,0,0,0,0,Auditory,35.001360283795826,61.42184284383663,28.051709893764208,72.25849456272616,70.9992234346409,62.21614088766094,19.49650057222519,56.10556858832943,Healthcare,"['Education', 'Social_Services']",1.2592711280852598
STU0224,7,Female,Public,Middle,58,78,70,80,-6,5,4,-2,8,7,2,5,1,10,4,8,0,0,1,2,0,0,1,4,1,3,0,0,Kinesthetic,49.79774300122698,56.76271427767122,30.445528093753936,72.57408910482522,35.75070323206059,66.42712422517528,56.932908189561694,56.699653784947444,Healthcare,"['Social_Services', 'Trades_Manufacturing']",6.146964879649943
STU0225,9,Male,Charter,Middle,87,70,66,46,0,1,3,0,4,6,6,7,9,5,1,8,0,0,0,0,0,0,1,2,0,0,1,4,Visual,58.495255213480256,58.150837978046454,55.62587897682286,57.86650614835532,46.003073880632186,38.51306557192574,53.40191665907166,30.75378496305008,STEM,"['Business_Finance', 'Healthcare']",0.3444172354338022
STU0226,12,Male,Charter,High,54,100,73,70,4,7,0,2,6,3,7,1,4,6,2,8,0,0,1,2,0,0,0,0,0,0,0,0,Reading/Writing,54.572570292806624,54.24836753320855,22.2997884664597,45.539618863719,33.75544414238431,36.6211641032726,19.91315062236577,56.26625642155509,Government_Law,"['STEM', 'Business_Finance']",1.6936861287484675
STU0227,8,Male,Public,Low,59,84,60,99,1,6,0,-1,3,1,5,6,7,5,6,5,0,0,0,0,0,0,0,0,1,1,1,3,Reading/Writing,31.04154937646713,41.52397774925601,54.69331602548475,33.147151305157074,53.479713215079826,52.83904970705272,39.667711087350064,57.01677718399143,Government_Law,"['Arts_Media', 'Education']",2.3234611585066816
STU0228,11,Male,Private,Low,78,62,66,72,4,-6,9,4,4,6,1,1,6,7,7,7,1,4,0,0,0,0,0,0,0,0,0,0,Reading/Writing,34.18757833093488,58.615262264157444,22.39130435182335,58.78633131935808,40.184713197637016,68.91552161588741,39.376918315383584,66.29801340981632,Social_Services,"['Government_Law', 'Healthcare']",2.6175082060710935
STU0229,10,Male,Public,Middle,84,59,75,71,-4,8,6,-4,6,9,1,6,3,1,5,1,0,0,0,0,1,2,1,1,1,2,0,0,Visual,43.61936725908439,42.2130426998964,46.053344405947215,36.199404602438946,50.807922785429206,23.17232443326983,58.97712329901065,32.72045392737324,Trades_Manufacturing,"['Education', 'Arts_Media']",8.169200513581444
STU0230,8,Male,Public,Low,88,92,57,70,-2,11,-1,0,5,2,1,7,6,2,2,1,1,5,0,0,0,0,0,0,1,1,0,0,Visual,38.20769695719065,9.452137413530894,54.34333179804415,35.25255740614893,42.48563697025827,18.533568914002867,69.63492565290701,23.33919591159294,Trades_Manufacturing,"['Arts_Media', 'Education']",15.291593854862867
STU0231,12,Male,Public,Low,58,47,86,64,4,7,8,4,2,2,3,5,7,6,7,8,1,3,1,5,0,0,1,2,0,0,0,0,Kinesthetic,25.155634085502292,52.48554471580845,55.79116718435875,35.43158228489249,72.23725304544055,52.254410163051624,47.22386619926283,70.70537417761003,Education,"['Government_Law', 'Arts_Media']",1.5318788678305282
STU0232,10,Male,Public,High,78,72,87,74,5,7,5,2,9,10,4,2,5,7,7,5,0,0,0,0,0,0,0,0,1,3,0,0,Visual,56.77374420812744,59.430556944267956,27.151090940151157,80.51499004803915,50.92188146482681,58.240426866650296,25.250080232188427,61.028912013679935,Healthcare,"['Government_Law', 'Business_Finance']",19.486078034359217
STU0233,9,Male,Public,Middle,63,68,79,81,3,0,4,-1,2,1,8,2,10,8,3,4,0,0,1,3,0,0,0,0,0,0,0,0,Auditory,39.91626610962033,12.283320094051666,53.02947389813486,47.42070096288144,56.43461261138313,46.238217777334334,22.449129801854706,39.738767355212154,Education,"['Arts_Media', 'Healthcare']",3.40513871324827
STU0234,9,Male,Public,High,60,64,71,65,6,0,4,5,8,1,9,6,4,4,1,7,1,3,1,1,1,5,0,0,0,0,0,0,Reading/Writing,57.56446575937735,31.35345046569124,42.129158223983254,32.795705822103585,30.161309849100192,19.91368298505932,54.13019876178081,51.488580956365546,STEM,"['Trades_Manufacturing', 'Government_Law']",3.434266997596538
STU0235,7,Female,Public,High,88,75,25,32,-6,3,-3,3,5,2,5,6,6,3,1,8,1,3,0,0,0,0,1,5,0,0,1,3,Visual,51.93671776843345,50.22561130856763,39.22293508682667,37.6293169161688,30.01707814117447,33.88711462365274,53.97118540572679,46.54127749496253,Trades_Manufacturing,"['STEM', 'Business_Finance']",2.0344676372933463
STU0236,12,Female,Private,Low,61,72,76,76,0,6,9,-8,7,1,4,1,10,9,8,10,1,5,1,5,0,0,1,2,0,0,0,0,Visual,44.77321202641101,47.9175213595711,32.870850586569176,46.82091590240854,74.05415917324177,67.95896220681728,27.1375689198904,57.56998198972537,Education,"['Social_Services', 'Government_Law']",6.095196966424496
STU0237,11,Female,Public,Middle,74,76,64,100,11,6,6,4,6,6,10,10,8,2,7,7,0,0,0,0,0,0,0,0,1,4,0,0,Kinesthetic,63.372934683213536,54.927555853768105,68.96665718865792,39.687788189596354,73.00226710343419,34.45611209601759,48.231939657873696,78.36969866677478,Government_Law,"['Education', 'Arts_Media']",5.367431563340588
STU0238,10,Male,Public,Low,72,72,66,64,8,0,3,0,2,5,9,9,7,10,4,9,1,2,0,0,1,5,1,3,1,3,0,0,Reading/Writing,60.02405561518659,65.28268190088652,78.16282355466825,61.037511694511416,67.00358602764017,52.027845063349986,38.06068941506845,77.66316182283151,Arts_Media,"['Government_Law', 'Education']",0.49966173183673845
STU0239,8,Male,Charter,High,53,76,41,47,5,0,3,0,4,8,6,7,3,1,4,9,0,0,1,3,0,0,1,1,1,2,1,5,Visual,42.90035788702346,53.26757500958536,42.17945687247374,35.85257384325703,40.735568692099285,27.990738649184188,48.44797129832339,72.53964608567128,Government_Law,"['Business_Finance', 'Trades_Manufacturing']",19.272071076085922
STU0240,12,Female,Public,Middle,84,71,77,80,1,-5,1,-2,9,10,3,8,2,6,1,10,0,0,0,0,0,0,0,0,1,2,0,0,Reading/Writing,45.53491665970594,75.35258535542091,46.72873792329747,62.60126864951865,19.108294206673094,27.16187979413644,69.07266629645183,78.1868167779685,Government_Law,"['Business_Finance', 'Trades_Manufacturing']",2.834231422547589
STU0241,12,Male,Public,Middle,78,60,48,96,7,5,0,-3,7,7,7,10,10,3,1,9,0,0,1,5,0,0,0,0,1,3,1,4,Kinesthetic,65.50194280362892,52.02087321468345,86.17747896653873,37.19494117715438,49.702373432847715,25.759684486044133,85.82411156533368,83.10391110664777,Arts_Media,"['Trades_Manufacturing', 'Government_Law']",0.3533674012050483
STU0242,9,Male,Private,Middle,40,70,71,77,4,0,4,3,1,4,9,2,5,7,1,9,0,0,1,4,0,0,0,0,0,0,1,4,Kinesthetic,35.54363277475541,52.62452075418961,37.15775596026079,45.53238608536972,37.320537991516325,43.060089802163894,34.490109558196316,55.90661931707731,Government_Law,"['Business_Finance', 'Healthcare']",3.282098562887697
STU0243,7,Male,Public,Middle,74,59,83,95,-5,0,-1,4,4,9,10,6,9,8,8,9,0,0,0,0,1,5,0,0,0,0,0,0,Visual,49.24658762619408,62.76898774560189,64.15203829608981,72.34927993601138,78.08472045474169,80.7379038493259,55.21327819748526,67.47159821123287,Social_Services,"['Education', 'Healthcare']",2.653183394584218
STU0244,7,Male,Public,Low,58,58,62,81,6,10,2,2,10,4,2,9,10,2,2,1,0,0,0,0,0,0,0,0,1,4,0,0,Kinesthetic,39.554989412785574,22.795677617750925,75.12583836072737,33.716756738221505,49.54340415141525,19.419617332565767,80.67173576831759,51.679381196953344,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",5.545897407590218
STU0245,10,Male,Public,Middle,86,64,88,80,-2,4,2,6,3,9,9,1,5,7,7,5,0,0,0,0,1,1,0,0,1,2,0,0,Visual,35.58144346813988,49.276065900214796,32.06824096180541,59.073647337763326,49.508276167835874,69.83321690481932,30.546198600473044,71.15598530893381,Government_Law,"['Social_Services', 'Healthcare']",1.322768404114484
STU0246,9,Male,Private,Middle,48,68,58,62,5,3,3,4,1,4,2,5,10,10,10,10,0,0,0,0,1,4,0,0,0,0,0,0,Auditory,30.687239431897822,69.36985336347811,58.63896549646071,72.551110002623,90.2776722803562,77.77188452527795,45.68644737858104,61.352061035804276,Education,"['Social_Services', 'Healthcare']",12.505787755078245
STU0247,12,Female,Public,High,64,70,79,74,-6,6,6,-8,5,2,5,8,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,Auditory,43.59234657999845,19.007031212733306,38.5675795149218,36.55900789082958,34.966497135768535,37.198175516073185,58.6489596015462,39.60428743877763,Trades_Manufacturing,"['STEM', 'Government_Law']",15.056613021547754
STU0248,11,Male,Private,Middle,75,83,50,69,9,9,4,-2,9,2,1,4,9,5,7,6,0,0,0,0,0,0,1,5,1,1,0,0,Kinesthetic,45.49302973359753,45.04333193496181,50.928656098161596,41.63092999981634,69.56591386634432,62.75533195778371,76.18975851242622,61.920819643256166,Trades_Manufacturing,"['Education', 'Social_Services']",6.623844646081906
STU0249,9,Male,Public,Middle,70,62,85,69,0,-6,5,7,4,6,2,1,2,5,5,7,1,4,0,0,1,3,0,0,0,0,0,0,Auditory,33.02000827163757,56.22259001809679,21.319413041489796,60.96066837289234,44.798343379726504,40.56799659187244,24.80230970057725,41.20640941743031,Healthcare,"['Business_Finance', 'Education']",4.7380783547955545
STU0250,10,Female,Public,High,81,72,83,66,-3,0,-7,-4,2,6,7,7,2,5,6,5,0,0,0,0,0,0,0,0,1,3,0,0,Visual,41.039282534959014,56.07081123398112,43.5845337707275,49.74858337301641,47.37457231760205,38.45315906758116,43.75217884297481,60.19059684993273,Government_Law,"['Business_Finance', 'Healthcare']",4.1197856159516135
STU0251,10,Male,Private,Low,47,71,77,73,-1,0,4,-10,7,7,4,1,6,10,8,2,0,0,1,5,0,0,1,4,0,0,1,1,Reading/Writing,47.94998373004153,33.21672409046797,34.70401302192118,66.23467300654748,65.4350478396647,72.06672969819536,1.763852869478645,34.556550813788846,Social_Services,"['Healthcare', 'Education']",5.832056691647878
